ID,Query,Expected_Route,Predicted_Route,Route_Correct,Expected_Complexity,Predicted_Complexity,Ambiguity_Type,Expected_Flag,Predicted_Flag_OK,Stage1_Route,Stage1_Confidence,Stage2,Stage2_Override,Stage2_Override_Reason,Clarify_Question,Reasoning_Steps,Parse_Error,Latency_ms
clarify_eval_028,Quy định này áp dụng cho trường hợp nào trong lĩnh vực bảo hiểm xã hội?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có số hiệu văn bản, tên văn bản, hoặc lĩnh vực cụ thể) khiến việc truy xuất thông tin là không thể.","Bạn đang đề cập đến quy định nào? Vui lòng cung cấp tên văn bản, số hiệu (ví dụ: Nghị định 10/2021/NĐ-CP) hoặc lĩnh vực cụ thể để tôi có thể trả lời chính xác.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (số hiệu, tên, lĩnh vực) cần truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,3476.47
clarify_eval_029,Quy định này áp dụng cho trường hợp nào trong lĩnh vực đất đai?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu retrieval target nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể) khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp tên hoặc số hiệu của văn bản pháp luật (ví dụ: Nghị định, Thông tư, Luật...) mà câu hỏi đang đề cập đến, hoặc mô tả cụ thể lĩnh vực và nội dung quy định đó.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Không thể xác định văn bản pháp luật cụ thể cần tra cứu do thiếu tên, số hiệu hoặc lĩnh vực chi tiết. | Kết luận: Câu hỏi thiếu thông tin cần thiết để thực hiện truy xuất, cần làm rõ đối tượng.",,3353.39
clarify_eval_030,Quy định này áp dụng cho trường hợp nào trong lĩnh vực giao thông đường bộ?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp tên hoặc số hiệu của văn bản pháp luật (ví dụ: Nghị định, Thông tư, Luật) mà câu hỏi đang đề cập đến, vì hiện tại không có ngữ cảnh nào xác định 'Quy định này' là văn bản nào.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề hoặc lịch sử hội thoại để xác định văn bản cụ thể. | Nhận thấy thiếu thông tin bắt buộc (tên văn bản, số hiệu, lĩnh vực) để thực hiện truy xuất pháp lý chính xác.",,3678.76
clarify_eval_031,Quy định này áp dụng cho trường hợp nào trong lĩnh vực hàng không dân dụng?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể mà không cần làm rõ.","Bạn đang muốn hỏi về quy định nào? Vui lòng cung cấp tên văn bản, số hiệu (ví dụ: Nghị định 100/2019/NĐ-CP) hoặc lĩnh vực cụ thể mà bạn đang quan tâm.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (tên, số hiệu, lĩnh vực) để thực hiện truy xuất. | Kết luận câu hỏi thuộc loại thiếu thông tin cần thiết (missing retrieval target) và cần làm rõ trước khi xử lý.",,5057.53
clarify_eval_032,"Quy định này áp dụng cho trường hợp nào trong lĩnh vực khám bệnh, chữa bệnh?",clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn đang muốn hỏi về quy định nào? Vui lòng cung cấp tên văn bản, số hiệu (ví dụ: Luật Khám bệnh, chữa bệnh số 60/2009/QH12) hoặc lĩnh vực cụ thể để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (tên, số hiệu, lĩnh vực) cần truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,5244.06
clarify_eval_033,Quy định này áp dụng cho trường hợp nào trong lĩnh vực môi trường?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể mà không cần làm rõ.","Bạn vui lòng cung cấp tên hoặc số hiệu của văn bản pháp luật mà câu hỏi đang đề cập đến (ví dụ: Nghị định số..., Thông tư số..., Luật...).","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (tên, số hiệu, lĩnh vực) để thực hiện truy xuất. | Kết luận đây là trường hợp thiếu thông tin bắt buộc (missing entity) cần làm rõ trước khi xử lý.",,4958.32
clarify_eval_034,Quy định này áp dụng cho trường hợp nào trong lĩnh vực đầu tư công?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có số hiệu văn bản, tên văn bản, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp số hiệu, tên hoặc cơ quan ban hành của văn bản pháp luật mà bạn đang muốn hỏi về quy định áp dụng trong lĩnh vực đầu tư công?","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (số hiệu, tên, cơ quan ban hành) cần truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,4842.15
clarify_eval_035,Quy định này áp dụng cho trường hợp nào trong lĩnh vực doanh nghiệp?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có số hiệu văn bản, tên văn bản, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp số hiệu, tên hoặc lĩnh vực cụ thể của văn bản pháp luật mà bạn đang muốn hỏi về (ví dụ: Nghị định 01/2021/NĐ-CP, Luật Doanh nghiệp 2020, v.v.) để tôi có thể trả lời chính xác.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (số hiệu, tên, lĩnh vực) để thực hiện truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,6045.06
clarify_eval_036,Quy định này áp dụng cho trường hợp nào trong lĩnh vực thuế?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có số hiệu văn bản, tên văn bản, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn đang đề cập đến quy định nào? Vui lòng cung cấp tên văn bản, số hiệu (ví dụ: Nghị định 123/2020/NĐ-CP) hoặc lĩnh vực cụ thể để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (số hiệu, tên, lĩnh vực) cần truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,5978.37
clarify_eval_037,Quy định này áp dụng cho trường hợp nào trong lĩnh vực xây dựng?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp tên hoặc số hiệu của văn bản pháp luật mà bạn đang muốn hỏi về (ví dụ: Nghị định số..., Thông tư số..., hoặc tên văn bản cụ thể) để tôi có thể tra cứu chính xác quy định áp dụng trong lĩnh vực xây dựng.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (tên, số hiệu, lĩnh vực) để thực hiện truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,6930.27
clarify_eval_038,Quy định này áp dụng cho trường hợp nào trong lĩnh vực giáo dục?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định văn bản pháp luật cụ thể đang được nhắc đến. Thiếu 'retrieval target' nghiêm trọng (không có tên văn bản, số hiệu, hoặc lĩnh vực cụ thể), khiến việc truy xuất thông tin là không thể.","Bạn vui lòng cung cấp tên hoặc số hiệu của văn bản pháp luật mà câu hỏi đang đề cập đến (ví dụ: Luật Giáo dục 2019, Nghị định 135/2016/NĐ-CP, v.v.) để tôi có thể trả lời chính xác.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có ngữ cảnh tiền đề (lịch sử hội thoại trống). | Nhận thấy thiếu hoàn toàn thông tin định danh văn bản pháp luật (tên, số hiệu, lĩnh vực) để thực hiện truy xuất. | Kết luận câu hỏi không thể trả lời chính xác nếu không làm rõ đối tượng 'Quy định này' là gì.",,4815.69
clarify_eval_039,Quy định này áp dụng cho trường hợp nào trong lĩnh vực hóa chất?,clarify,clarify,True,low,ambiguous,incomplete_context,incomplete_context,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Quy định này' nhưng không có ngữ cảnh hội thoại hoặc số hiệu văn bản cụ thể để xác định đối tượng cần tra cứu, vi phạm nguyên tắc thiếu retrieval target nghiêm trọng.","Bạn vui lòng cung cấp số hiệu hoặc tên cụ thể của văn bản quy định pháp luật mà bạn đang đề cập (ví dụ: Nghị định số..., Thông tư số..., hoặc Luật...) để tôi có thể trả lời chính xác.","Xác định câu hỏi chứa đại từ 'Quy định này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh để xác định văn bản cụ thể. | Nhận thấy thiếu thông tin bắt buộc (số hiệu văn bản, lĩnh vực cụ thể) để thực hiện truy xuất pháp lý chính xác.",,2976.48
clarify_eval_040,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về lao động?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,57.6
clarify_eval_041,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về bảo hiểm xã hội?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,56.45
clarify_eval_042,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về đất đai?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,56.13
clarify_eval_043,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về giao thông đường bộ?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,56.87
clarify_eval_044,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về hàng không dân dụng?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,56.31
clarify_eval_045,"Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về khám bệnh, chữa bệnh?",clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.96
clarify_eval_046,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về môi trường?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.96
clarify_eval_047,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về đầu tư công?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.84
clarify_eval_048,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về doanh nghiệp?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.89
clarify_eval_049,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về thuế?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.78
clarify_eval_050,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về xây dựng?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.89
clarify_eval_051,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về giáo dục?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.85
clarify_eval_052,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về hóa chất?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.72
clarify_eval_053,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về lao động?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.26
clarify_eval_054,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về bảo hiểm xã hội?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.92
clarify_eval_055,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về đất đai?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.83
clarify_eval_056,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về giao thông đường bộ?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.99
clarify_eval_057,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về hàng không dân dụng?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.86
clarify_eval_058,"Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về khám bệnh, chữa bệnh?",clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.84
clarify_eval_059,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về môi trường?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.59
clarify_eval_060,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về đầu tư công?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,13.33
clarify_eval_061,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về doanh nghiệp?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.32
clarify_eval_062,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về thuế?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.05
clarify_eval_063,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về xây dựng?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.8
clarify_eval_064,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về giáo dục?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.81
clarify_eval_065,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về hóa chất?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.85
clarify_eval_066,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về lao động?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.88
clarify_eval_067,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về bảo hiểm xã hội?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.0
clarify_eval_068,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về đất đai?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.02
clarify_eval_069,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về giao thông đường bộ?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,16.55
clarify_eval_070,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về hàng không dân dụng?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,13.15
clarify_eval_071,"Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về khám bệnh, chữa bệnh?",clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.3
clarify_eval_072,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về môi trường?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,12.0
clarify_eval_073,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về đầu tư công?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.76
clarify_eval_074,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về doanh nghiệp?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.62
clarify_eval_075,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về thuế?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.71
clarify_eval_076,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về xây dựng?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.89
clarify_eval_077,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về giáo dục?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.71
clarify_eval_078,Tôi cần nộp hồ sơ đó ở đâu khi làm thủ tục về hóa chất?,clarify,dense_retrieval,False,low,,missing_entity,missing_entity,False,dense_retrieval,1.0,False,False,,,,,11.67
clarify_eval_079,Ông ấy có quyền yêu cầu bồi thường theo quy định không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Ông ấy' và cụm từ 'quy định' nhưng không có ngữ cảnh hội thoại hoặc thông tin cụ thể nào (chủ thể, hành vi, lĩnh vực, văn bản pháp luật) để xác định đối tượng cần tra cứu. Đây là trường hợp thiếu retrieval target nghiêm trọng.","Bạn vui lòng cung cấp thêm thông tin về 'Ông ấy' (ví dụ: tên, vai trò, hành vi cụ thể) và 'quy định' mà bạn đang đề cập (ví dụ: tên văn bản pháp luật, lĩnh vực liên quan) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi thiếu chủ thể cụ thể ('Ông ấy' không được định nghĩa trong lịch sử hội thoại). | Xác định câu hỏi thiếu đối tượng pháp lý cụ thể ('quy định' không chỉ rõ văn bản nào, lĩnh vực nào). | Kết luận không thể thực hiện truy xuất thông tin pháp lý chính xác mà không có thông tin bổ sung.",,3412.05
clarify_eval_080,Bà ấy có được miễn hoặc giảm nghĩa vụ đó không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay đối tượng pháp lý liên quan, dẫn đến thiếu retrieval target nghiêm trọng.","Vui lòng cung cấp thêm thông tin về chủ thể (ai là 'bà ấy') và 'nghĩa vụ đó' là gì (liên quan đến lĩnh vực nào, văn bản pháp luật nào) để tôi có thể hỗ trợ chính xác?","Xác định câu hỏi chứa đại từ 'Bà ấy' và 'nghĩa vụ đó' nhưng không có ngữ cảnh tiền đề. | Không thể xác định lĩnh vực pháp lý, chủ thể, hoặc văn bản luật cần tra cứu. | Kết luận cần làm rõ thông tin để thực hiện truy xuất chính xác.",,3079.36
clarify_eval_081,Họ phải gửi văn bản này cho cơ quan nào?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc văn bản pháp lý được nhắc đến. Thiếu retrieval target nghiêm trọng.,Bạn vui lòng cung cấp thêm thông tin về chủ thể ('Họ' là ai?) và văn bản pháp lý cụ thể ('văn bản này' là văn bản nào?) để tôi có thể hỗ trợ chính xác?,Xác định câu hỏi chứa đại từ 'Họ' và 'văn bản này' nhưng không có ngữ cảnh tiền đề. | Không thể xác định chủ thể hay văn bản pháp lý cụ thể để thực hiện truy xuất thông tin.,,2856.75
clarify_eval_082,Người đó có bị xử phạt trong trường hợp này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Người đó' và cụm từ 'trường hợp này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hay tình huống pháp lý đang được đề cập. Thiếu hoàn toàn retrieval target (chủ thể, hành vi, văn bản pháp lý) nên không thể thực hiện truy xuất.","Bạn vui lòng cung cấp thêm thông tin về 'người đó' (tên, vai trò, hành vi cụ thể) và 'trường hợp này' (tình huống, sự việc, hoặc văn bản pháp lý liên quan) để tôi có thể hỗ trợ chính xác.","Xác định câu hỏi chứa đại từ 'Người đó' và tham chiếu 'trường hợp này' nhưng không có ngữ cảnh tiền đề. | Kiểm tra lịch sử hội thoại: trống rỗng, không có thông tin nào để giải quyết các đại từ và tham chiếu. | Kết luận: Thiếu thông tin bắt buộc để xác định đối tượng và bối cảnh pháp lý, không thể truy xuất câu trả lời.",,4845.8
clarify_eval_083,Bên đó có phải chịu trách nhiệm theo hợp đồng không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,"Câu hỏi sử dụng đại từ 'Bên đó' và cụm từ 'theo hợp đồng' nhưng không cung cấp bất kỳ ngữ cảnh nào (lịch sử hội thoại trống, không có tên hợp đồng, không có số hiệu văn bản, không có mô tả hành vi cụ thể). Điều này khiến việc xác định chủ thể, đối tượng và văn bản pháp lý áp dụng là không thể, vi phạm nguyên tắc 'missing_entity' và 'incomplete_context' nghiêm trọng.","Vui lòng cung cấp thêm thông tin về hợp đồng cụ thể (tên hợp đồng, số hiệu văn bản nếu có) và mô tả ngắn gọn về hành vi hoặc sự việc liên quan đến 'bên đó' để tôi có thể xác định trách nhiệm pháp lý chính xác.","Xác định câu hỏi thiếu hoàn toàn ngữ cảnh lịch sử hội thoại và thông tin định danh các bên liên quan. | Đại từ 'Bên đó' và cụm từ 'hợp đồng' không có điểm neo (anchor) cụ thể để truy xuất văn bản hoặc điều khoản pháp lý. | Không thể phân biệt loại hợp đồng, lĩnh vực pháp lý hay hành vi vi phạm cụ thể để thực hiện truy xuất.",,4989.76
clarify_eval_084,Cơ quan đó có thẩm quyền giải quyết việc này không?,clarify,clarify,True,low,ambiguous,pronoun_reference,pronoun_reference,True,dense_retrieval,1.0,True,True,Câu hỏi sử dụng đại từ 'Cơ quan đó' và 'việc này' nhưng không có lịch sử hội thoại hoặc ngữ cảnh nào để xác định chủ thể cụ thể hoặc đối tượng pháp lý đang được đề cập. Thiếu retrieval target nghiêm trọng khiến việc truy xuất thông tin chính xác là không thể.,"Bạn vui lòng cung cấp thêm thông tin về 'việc này' (tên vụ việc, hành vi pháp lý cụ thể) và 'cơ quan đó' (tên cơ quan hoặc lĩnh vực quản lý) để tôi có thể xác định thẩm quyền giải quyết chính xác.","Xác định câu hỏi chứa đại từ 'Cơ quan đó' và 'việc này' nhưng không có ngữ cảnh hội thoại trước đó. | Nhận thấy thiếu thông tin về chủ thể, hành vi hoặc lĩnh vực pháp lý cụ thể để xác định nguồn luật cần tra cứu.",,4164.28
